Name,Platform,Year,Genre,Publisher,NA_ Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Total_Sales
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07,80.0,8.3,T,1.07
WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,0.53,0.01,0.0,0.54,1.07,81.0,8.1,T,1.08
Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,82.0,7.9,E,1.07
Super Princess Peach,DS,2005,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07,75.0,7.6,E,1.06
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,86.0,8.4,T,1.07
Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.44,0.0,0.2,1.07,83.0,5.7,E10+,1.07
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.64,0.05,0.25,1.07,81.0,7.5,E,1.06
World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,70.0,5.6,E,1.07
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07,61.0,6.0,E10+,1.07
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.42,0.0,0.1,1.07,73.0,7.0,E10+,1.06
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,75.0,8.5,M,1.06
Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,64.0,7.3,M,1.06
Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81.0,7.3,E,1.0699999999999998
Darksiders,X360,2010,Action,THQ,0.67,0.29,0.01,0.1,1.06,83.0,7.9,M,1.07
DiRT,PS3,2007,Racing,Codemasters,0.16,0.67,0.0,0.23,1.06,83.0,8.0,E,1.06
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.96,0.02,0.01,0.08,1.06,94.0,8.4,M,1.07
Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0.0,0.13,1.06,67.0,6.8,E10+,1.06
NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89.0,8.7,E,1.0699999999999998
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.5,0.05,0.19,1.06,83.0,7.7,M,1.05
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72.0,7.2,T,1.06
Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,71.0,8.3,T,1.0699999999999998
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.44,0.0,0.18,1.06,77.0,7.5,E10+,1.06
DJ Hero,X360,2009,Misc,Activision,0.56,0.4,0.0,0.11,1.06,84.0,8.0,T,1.07
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,87.0,9.1,M,1.05
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06,79.0,8.2,T,1.06
Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0.0,0.02,1.06,80.0,8.9,T,1.06
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.59,0.03,0.22,1.06,80.0,7.9,E,1.07
Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63.0,8.8,T,1.06
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,84.0,8.4,T,1.05
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,78.0,8.1,T,1.06
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.38,0.0,0.09,1.05,72.0,7.5,M,1.05
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81.0,9.0,T,1.05
Skylanders: Trap Team,Wii,2014,Action,Activision,0.42,0.54,0.0,0.08,1.05,86.0,7.1,E10+,1.04
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.47,0.0,0.18,1.05,64.0,7.3,M,1.0599999999999998
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.27,0.66,0.0,0.12,1.05,48.0,3.3,E10+,1.05
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.34,0.03,0.13,1.05,86.0,7.4,T,1.0500000000000003
NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,8.0,E,1.04
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05,69.0,7.7,T,1.05
The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,64.0,7.7,T,1.05
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,82.0,8.4,E,1.05
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.38,0.01,0.11,1.05,81.0,8.1,T,1.06
Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92.0,7.6,E,1.05
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.49,0.0,0.11,1.05,43.0,4.1,E10+,1.04
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05,80.0,8.2,E,1.0499999999999998
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.4,0.0,0.11,1.05,68.0,8.2,T,1.05
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.04,67.0,7.0,E10+,1.04
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81.0,8.9,E,1.04
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.33,0.37,0.26,0.09,1.04,73.0,9.2,T,1.05
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,8.9,T,1.04
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73.0,8.7,E10+,1.04
Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.04,68.0,5.8,T,1.04
F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86.0,8.5,E,1.04
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.33,0.0,0.09,1.04,72.0,6.1,E10+,1.04
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04,83.0,6.6,E,1.03
Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,82.0,9.1,T,1.04
Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.52,0.06,0.41,0.05,1.04,83.0,8.6,E,1.04
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0.0,0.09,1.04,80.0,7.6,E10+,1.04
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04,84.0,8.1,T,1.03
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.58,0.0,0.3,1.04,79.0,8.8,T,1.04
WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.22,1.04,88.0,7.9,E,1.03
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04,70.0,6.1,T,1.04
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79.0,8.4,E,1.03
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.33,0.01,0.14,1.03,66.0,7.3,E10+,1.04
Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03,72.0,7.0,E,1.04
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03,87.0,8.4,E10+,1.03
Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.72,0.23,0.0,0.08,1.03,59.0,5.5,E,1.03
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82.0,8.8,E,1.02
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,68.0,8.2,T,1.03
Rock Band 2,Wii,2008,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03,92.0,8.3,T,1.03
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,7.6,M,1.02
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,83.0,6.5,E,1.03
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.45,0.46,0.0,0.11,1.02,74.0,8.0,T,1.02
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,84.0,8.1,T,1.02
ZombiU,WiiU,2012,Action,Ubisoft,0.53,0.36,0.05,0.08,1.02,77.0,7.7,M,1.02
Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02,71.0,8.5,E,1.03
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08,1.02,77.0,8.2,T,1.02
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.02,80.0,7.9,T,1.01
Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,84.0,8.2,E,1.03
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,8.7,E,1.02
Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3,1.01,91.0,8.2,M,1.02
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01,85.0,7.3,T,1.01
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,1.01,86.0,8.4,M,1.01
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.46,0.01,0.09,1.01,76.0,8.2,E,1.0
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81.0,8.0,M,1.02
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.48,0.44,0.0,0.09,1.01,77.0,7.5,T,1.01
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,1.01,69.0,7.2,E10+,1.01
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.53,0.0,0.2,1.01,87.0,8.2,T,1.0
Rayman Legends,PS4,2014,Platform,Ubisoft,0.21,0.61,0.0,0.18,1.01,90.0,8.5,E10+,1.0
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67.0,4.5,E10+,1.0
Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,8.0,E,1.0
SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,8.8,T,0.99
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1.0,55.0,6.5,M,0.9900000000000001
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.21,0.0,0.07,1.0,86.0,7.4,T,1.0
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1.0,78.0,8.9,M,1.0
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,9.3,T,1.0
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.04,0.01,0.08,1.0,44.0,6.6,E,0.99
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0.0,0.17,1.0,78.0,6.4,M,0.9900000000000001
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.48,0.35,0.0,0.16,1.0,74.0,6.5,E10+,0.99
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,89.0,8.7,M,1.0
